	source	target	edge
7311	electrică  care		particulă solidă
7312	electrică  care		particulă solidă
7313	electrică  care		particulă solidă
7314	care		considerați consumatori
7315	care		considerați consumatori
7316	care		considerați consumatori
7317	putere  aceasta		poate
7318	putere  aceasta		poate
7319	putere  aceasta		poate
7320	fierbinte  care	ușor  aburului	acru
7321	fierbinte  care	ușor  aburului	acru
7322	fierbinte  care	ușor  aburului	acru
7323	semiautomat  Posibilitatea	apă  espressor	permis
7324	semiautomat  Posibilitatea	apă  espressor	permis
7325	semiautomat  Posibilitatea	apă  espressor	permis
7326	incorporată  Acestea		măsoară
7327	incorporată  Acestea		măsoară
7328	incorporată  Acestea		măsoară
7329	automat  touch).Espressoarele		perfecționate
7330	automat  touch).Espressoarele		perfecționate
7331	automat  touch).Espressoarele		perfecționate
7332	apa		perforată
7333	apa		perforată
7334	apa		perforată
7335	aparatului  care		plasată
7336	aparatului  care		plasată
7337	aparatului  care		plasată
7338	mașinii  Boabele		turna
7339	mașinii  Boabele		turna
7340	mașinii  Boabele		turna
7341	fructuos  Arabica		cafea
7342	fructuos  Arabica		cafea
7343	fructuos  Arabica		cafea
7344	Arabica  Robusta		utilizată
7345	Arabica  Robusta		utilizată
7346	Arabica  Robusta		utilizată
7347	medie  Calitatea		mediocră
7348	medie  Calitatea		mediocră
7349	medie  Calitatea		mediocră
7350	mai  mari.[15]Cultura		cafeaua
7351	mai  mari.[15]Cultura		cafeaua
7352	mai  mari.[15]Cultura		cafeaua
7353	deliliac  Cafeaua		are
7354	deliliac  Cafeaua		are
7355	deliliac  Cafeaua		are
7356	hermaphrodites  animal		are
7357	hermaphrodites  animal		are
7358	hermaphrodites  animal		are
7359	boabele	faptului	datorează
7360	boabele	faptului	datorează
7361	boabele	faptului	datorează
7362	saurouă  acestea		strânse
7363	saurouă  acestea		strânse
7364	saurouă  acestea		strânse
7365	cafea  care	în  cafelei	redusă
7366	cafea  care	în  cafelei	redusă
7367	cafea  care	în  cafelei	redusă
7368	dorit  boabele	asemănătoare  lemnului	trecute
7369	dorit  boabele	asemănătoare  lemnului	trecute
7370	dorit  boabele	asemănătoare  lemnului	trecute
7371	cafea  Café		au
7372	cafea  Café		au
7373	cafea  Café		au
7374	de  versiuni		Mocca
7375	de  versiuni		Mocca
7376	de  versiuni		Mocca
7377	mult  Tubul	plonjoare  dinsticlă	pot
7378	mult  Tubul	plonjoare  dinsticlă	pot
7379	mult  Tubul	plonjoare  dinsticlă	pot
7380	cană  care		Există
7381	cană  care		Există
7382	cană  care		Există
7383	înradiouri  Dispozitivele		tranzistorul
7384	înradiouri  Dispozitivele		tranzistorul
7385	înradiouri  Dispozitivele		tranzistorul
7386	metale  Dispozitivele		pot
7387	metale  Dispozitivele		pot
7388	metale  Dispozitivele		pot
7389	prăjire  reducerea		urmărește
7390	prăjire  reducerea		urmărește
7391	prăjire  reducerea		urmărește
7392	oriunde  curățarea	înindustria	utilizată
7393	oriunde  curățarea	înindustria	utilizată
7394	oriunde  curățarea	înindustria	utilizată
7395	colțuroase  Metoda		constă
7396	colțuroase  Metoda		constă
7397	colțuroase  Metoda		constă
7398	submersibile  care		Există
7399	submersibile  care		Există
7400	submersibile  care		Există
7401	opus  unul		rotesc
7402	opus  unul		rotesc
7403	Lustraeste  corp		constă
7404	Lustraeste  corp		constă
7405	Lustraeste  corp		constă
7406	mare  gamă		folosesc
7407	mare  gamă		folosesc
7408	mare  gamă		folosesc
7409	găsească		trebuie
7410	găsească		trebuie
7411	găsească		trebuie
7412	calitate  Cărbunele		folosit
7413	calitate  Cărbunele		folosit
7414	calitate  Cărbunele		folosit
7415	Nu  sursă		există
7416	Nu  sursă		există
7417	Nu  sursă		există
7418	ani  Producătorii		SUA
7419	ani  Producătorii		SUA
7420	ani  Producătorii		SUA
7421	unde  hidroenergia		Norvegia
7422	unde  hidroenergia		Norvegia
7423	unde  hidroenergia		Norvegia
7424	mareelor  Puterea	mareelor  estuarului	inepuizabilă
7425	mareelor  Puterea	mareelor  estuarului	inepuizabilă
7426	mareelor  Puterea	mareelor  estuarului	inepuizabilă
7427	unde  televizorul	alternativ  100-240	conține
7428	unde  televizorul	alternativ  100-240	conține
7429	unde  televizorul	alternativ  100-240	conține
7430	industriei  care		personajulMariodevenind
7431	industriei  care		personajulMariodevenind
7432	industriei  care		personajulMariodevenind
7433	Advanced		locul
7434	Advanced		locul
7435	Advanced		locul
7436	denumitXbox  Marca		introdusă
7437	denumitXbox  Marca		introdusă
7438	denumitXbox  Marca		introdusă
7439	2004  care	2002  jucătorilor	succes
7440	2004  care	2002  jucătorilor	succes
7441	2004  care	2002  jucătorilor	succes
7442	Xbox		vândute
7443	Xbox		vândute
7444	Xbox		vândute
7445	2013  Xbox		are
7446	2013  Xbox		are
7447	conecteze	utilizatorilor	oferit
7448	conecteze	utilizatorilor	oferit
7449	conecteze	utilizatorilor	oferit
7450	miniatură  ce		Entertainment
7451	miniatură  ce		Entertainment
7452	miniatură  ce		Entertainment
7453	FX  SNES		capabil
7454	FX  SNES		capabil
7455	FX  SNES		capabil
7456	Ambele  funcții		unicat
7457	Ambele  funcții		unicat
7458	Ambele  funcții		unicat
7459	Nintendo  GameCube	poată  DVD	oferă
7460	Nintendo  GameCube	poată  DVD	oferă
7461	Nintendo  GameCube	poată  DVD	oferă
7462	care	consolei	funcție
7463	care	consolei	funcție
7464	care	consolei	funcție
7465	consolei  imaginea		închide
7466	consolei  imaginea		închide
7467	consolei  imaginea		închide
7468	lente  stocul		utilizează
7469	lente  stocul		utilizează
7470	lente  stocul		utilizează
7471	2013  Nintendo		anunțat
7472	2013  Nintendo		anunțat
7473	2013  Nintendo		anunțat
7474	videoexistent  suplimentare		oferă
7475	videoexistent  suplimentare		oferă
7476	videoexistent  suplimentare		oferă
7477	pământului  Modelele		au
7478	pământului  Modelele		au
7479	pământului  Modelele		au
7480	nu  Trotinetele		seamănă
7481	nu  Trotinetele		seamănă
7482	nu  Trotinetele		seamănă
7483	care	destinate  adulților	Xootr
7484	care	destinate  adulților	Xootr
7485	care	destinate  adulților	Xootr
7486	munte  Sidewalker		făcute
7487	munte  Sidewalker		făcute
7488	munte  Sidewalker		făcute
7489	Autoturismele		vehicule
7490	Autoturismele		vehicule
7491	Autoturismele		vehicule
7492	agroalimentară  GPL	asemănătoare  celor	tip
7493	agroalimentară  GPL	asemănătoare  celor	tip
7494	agroalimentară  GPL	asemănătoare  celor	tip
7495	vehiculele		infirmate
7496	vehiculele		infirmate
7497	vehiculele		infirmate
7498	însă  motociclete		Jantelepot
7499	însă  motociclete		Jantelepot
7500	însă  motociclete		Jantelepot
7501	Recent  acestea		montate
7502	Recent  acestea		montate
7503	Recent  acestea		montate
7504	motocicletă  Motoarele		întâlnite
7505	motocicletă  Motoarele		întâlnite
7506	motocicletă  Motoarele		întâlnite
7507	Atât  motocicletele		pot
7508	Atât  motocicletele		pot
7509	Atât  motocicletele		pot
7510	mai  Scuterele		populare
7511	mai  Scuterele		populare
7512	mai  Scuterele		populare
7513	radiale  Anvelopa		standard
7514	radiale  Anvelopa		standard
7515	radiale  Anvelopa		standard
7516	frig  lucru	le	oferă
7517	frig  lucru	le	oferă
7518	frig  lucru	le	oferă
7519	dearborele		fabricarea
7520	dearborele		fabricarea
7521	dearborele		fabricarea
7522	general  Neoprenul		prezintă
7523	general  Neoprenul		prezintă
7524	general  Neoprenul		prezintă
7525	DMAPP  Izoprenul	asemănătoare  naturale	produs
7526	DMAPP  Izoprenul	asemănătoare  naturale	produs
7527	DMAPP  Izoprenul	asemănătoare  naturale	produs
7528	în  cadre		folosit
7529	în  cadre		folosit
7530	în  cadre		folosit
7531	formei  ghidoanele		pot
7532	formei  ghidoanele		pot
7533	formei  ghidoanele		pot
7534	Mountain-Bike  Amortizorul		poate
7535	Mountain-Bike  Amortizorul		poate
7536	Mountain-Bike  Amortizorul		poate
7537	bike-rilor  Roțile		au
7538	bike-rilor  Roțile		au
7539	bike-rilor  Roțile		au
7540	mai  acestea		pot
7541	mai  acestea		pot
7542	mai  acestea		pot
7543	acționare  frânele		pot
7544	acționare  frânele		pot
7545	acționare  frânele		pot
7546	mânere  Segway		ținut
7547	mânere  Segway		ținut
7548	mânere  Segway		ținut
7549	așa  acestea	motoarelor	prelucrează
7550	așa  acestea	motoarelor	prelucrează
7551	așa  acestea	motoarelor	prelucrează
7552	frâne  propriu-zise		obține
7553	frâne  propriu-zise		obține
7554	frâne  propriu-zise		obține
7555	diverse  reglementări		adoptate diverse
7556	diverse  reglementări		adoptate diverse
7557	diverse  reglementări		adoptate diverse
7558	uneori  șibiciclete		Permit
7559	uneori  șibiciclete		Permit
7560	uneori  șibiciclete		Permit
7561	maximă  bicicletă	maximă  care	kg
7562	maximă  bicicletă	maximă  care	kg
7563	maximă  bicicletă	maximă  care	kg
7564	ceea		face
7565	ceea		face
7566	ceea		face
7567	De  ele		folosite
7568	De  ele		folosite
7569	Primul  patent	purtătorului	obținut
7570	Primul  patent	purtătorului	obținut
7571	Primul  patent	purtătorului	obținut
7572	cugheață  Ele		folosite
7573	cugheață  Ele		folosite
7574	cugheață  Ele		folosite
7575	rulmentului  rulment		poate
7576	rulmentului  rulment		poate
7577	rulmentului  rulment		poate
7578	newtoni  țină	tăiere  ka	suportă
7579	newtoni  țină	tăiere  ka	suportă
7580	newtoni  țină	tăiere  ka	suportă
7581	când  bila		elastică
7582	când  bila		elastică
7583	când  bila		elastică
7584	corectă  rulmenții	fluid  variației	rigizi
7585	corectă  rulmenții	fluid  variației	rigizi
7586	corectă  rulmenții	fluid  variației	rigizi
7587	inclusivrulment  Acestea		îndepărta
7588	inclusivrulment  Acestea		îndepărta
7589	inclusivrulment  Acestea		îndepărta
7590	care		părăsesc
7591	care		părăsesc
7592	care		părăsesc
7593	ușor  limitat	turistului	trebuie
7594	ușor  limitat	turistului	trebuie
7595	ușor  limitat	turistului	trebuie
7596	animale  Cortul	campării	destinat
7597	animale  Cortul	campării	destinat
7598	animale  Cortul	campării	destinat
7599	tehnice  care	prelucrărilor	forma
7600	tehnice  care	prelucrărilor	forma
7601	tehnice  care	prelucrărilor	forma
7602	chimică  poliesterii		pot
7603	chimică  poliesterii		pot
7604	chimică  poliesterii		pot
7605	mare  parte		izostatică
7606	mare  parte		izostatică
7607	mare  parte		izostatică
7608	materialpolimeric		utilizat
7609	materialpolimeric		utilizat
7610	A  care		prezența
7611	A  care		prezența
7612	A  care		prezența
7613	apoi  Actualmente		folosit
7614	apoi  Actualmente		folosit
7615	materialele		este
7616	materialele		este
7617	materialele		este
7618	electrică  Termenul		cuprinde
7619	electrică  Termenul		cuprinde
7620	electrică  Termenul		cuprinde
7621	aimaginilor  care		aparat timpuriu
7622	aimaginilor  care		aparat timpuriu
7623	aimaginilor  care		aparat timpuriu
7624	combinată  care		Rezultă
7625	combinată  care		Rezultă
7626	combinată  care		Rezultă
7627	mulate  căștile		apărut simplele
7628	mulate  căștile		apărut simplele
7629	mulate  căștile		apărut simplele
7630	internă(ICE  Acestea	chimicăstocată  înpacheteledebaterii	obțin
7631	internă(ICE  Acestea	chimicăstocată  înpacheteledebaterii	obțin
7632	internă(ICE  Acestea	chimicăstocată  înpacheteledebaterii	obțin
7633	indivizi  jucării	moral  copiilor	Există
7634	indivizi  jucării	moral  copiilor	Există
7635	indivizi  jucării	moral  copiilor	Există
7636	Astfel  seturi		exersează
7637	Astfel  seturi		exersează
7638	Astfel  seturi		exersează
7639	atunci  Animalul		animale
7640	atunci  Animalul		animale
7641	atunci  Animalul		animale
7642	Totuși  rezolvarea	43252003274489856000  combinații	dificilă
7643	Totuși  rezolvarea	43252003274489856000  combinații	dificilă
7644	Totuși  rezolvarea	43252003274489856000  combinații	dificilă
7645	consumatorii	doar  Tetris	vindea
7646	consumatorii	doar  Tetris	vindea
7647	consumatorii	doar  Tetris	vindea
7648	acum  GameCube		găzduit
7649	acum  GameCube		găzduit
7650	acum  GameCube		găzduit
7651	2011  si	utilizatorilor	vinde
7652	2011  si	utilizatorilor	vinde
7653	2011  si	utilizatorilor	vinde
7654	Nerespectarea		numește
7655	Nerespectarea		numește
7656	Nerespectarea		numește
7657	nu  joc		poate
7658	nu  joc		poate
7659	nu  joc		poate
7660	și  care	oficial  Stick	regăsesc
7661	și  care	oficial  Stick	regăsesc
7662	descărcate		trebuie
7663	descărcate		trebuie
7664	descărcate		trebuie
7665	UMD  discuri	mai  accidentelor	protejate
7666	UMD  discuri	mai  accidentelor	protejate
7667	UMD  discuri	mai  accidentelor	protejate
7668	încărcare  care		necesare
7669	încărcare  care		necesare
7670	încărcare  care		necesare
7671	nevoie  acumulatorul		poate
7672	nevoie  acumulatorul		poate
7673	nevoie  acumulatorul		poate
7674	proprietar  Pozele		au
7675	proprietar  Pozele		au
7676	proprietar  Pozele		au
7677	UMD  disc	primul  consolelor	unDVDmic
7678	UMD  disc	primul  consolelor	unDVDmic
7679	UMD  disc	primul  consolelor	unDVDmic
7680	de  Wi-Fiși	opțional3G.	conține
7681	de  Wi-Fiși	opțional3G.	conține
7682	de  Wi-Fiși	opțional3G.	conține
7683	Întreaga  lume		poate
7684	Întreaga  lume		poate
7685	Întreaga  lume		poate
7686	mici  ce		pornește
7687	mici  ce		pornește
7688	mici  ce		pornește
7689	cartonul		decupat
7690	cartonul		decupat
7691	cartonul		decupat
7692	care		decupată
7693	care		decupată
7694	imagine  Logo	celui	Reprezintă
7695	imagine  Logo	celui	Reprezintă
7696	imagine  Logo	celui	Reprezintă
7697	"fizice  jucării"").Scopul"		prezentate
7698	"fizice  jucării"").Scopul"		prezentate
7699	"fizice  jucării"").Scopul"		prezentate
7700	compuse		afla
7701	compuse		afla
7702	nu  care		au
7703	nu  care		au
7704	nu  care		au
7705	ascunse  Majoritatea		fac
7706	ascunse  Majoritatea		fac
7707	ascunse  Majoritatea		fac
7708	piese  care		jocul
7709	piese  care		jocul
7710	piese  care		jocul
7711	ciclică  Majoritatea		construite
7712	ciclică  Majoritatea		construite
7713	ciclică  Majoritatea		construite
7714	De  labirinturi		inchise
7715	De  labirinturi		inchise
7716	De  labirinturi		inchise
7717	mai  lichidul	gen  Fenicienilor	bea
7718	mai  lichidul	gen  Fenicienilor	bea
7719	mai  lichidul	gen  Fenicienilor	bea
7720	aibă		preferat
7721	aibă		preferat
7722	aibă		preferat
7723	acestuia  jocul	educative  copilului	rămân
7724	acestuia  jocul	educative  copilului	rămân
7725	acestuia  jocul	educative  copilului	rămân
7726	care		cercurile
7727	care		cercurile
7728	care		cercurile
7729	mișcărilor  orientarea	îi	dezvoltă
7730	mișcărilor  orientarea	îi	dezvoltă
7731	mișcărilor  orientarea	îi	dezvoltă
7732	jocurile  care	îi	copiilor
7733	jocurile  care	îi	copiilor
7734	jocurile  care	îi	copiilor
7735	preuceniciei  ce		considera
7736	preuceniciei  ce		considera
7737	preuceniciei  ce		considera
7738	Plastilina	diferiți  plastilinei	optiune
7739	Plastilina	diferiți  plastilinei	optiune
7740	Plastilina	diferiți  plastilinei	optiune
7741	albe  Ea		constă
7742	albe  Ea		constă
7743	albe  Ea		constă
7744	colorate  Fasciculele		trec
7745	colorate  Fasciculele		trec
7746	colorate  Fasciculele		trec
7747	Totuși  fenomenul		petrece
7748	Totuși  fenomenul		petrece
7749	Totuși  fenomenul		petrece
7750	propagare  Lentilele		bazează
7751	propagare  Lentilele		bazează
7752	propagare  Lentilele		bazează
7753	incidență  avem		are
7754	incidență  avem		are
7755	incidență  avem		are
7756	pieziș  ele		refractă
7757	pieziș  ele		refractă
7758	pieziș  ele		refractă
7759	diferit  lumina		poate
7760	diferit  lumina		poate
7761	diferit  lumina		poate
7762	vara  El		apare
7763	vara  El		apare
7764	vara  El		apare
7765	întregul  fascicul		reflectat
7766	întregul  fascicul		reflectat
7767	întregul  fascicul		reflectat
7768	dens  unghiul		mare
7769	dens  unghiul		mare
7770	dens  unghiul		mare
7771	dorit  hologramele	luminii  unul	ele
7772	dorit  hologramele	luminii  unul	ele
7773	XX  jocul		transformase
7774	XX  jocul		transformase
7775	XX  jocul		transformase
7776	americane  World		devenit popular
7777	americane  World		devenit popular
7778	americane  World		devenit popular
7779	acasă  Magnavox	arcade  publicului	lansată
7780	acasă  Magnavox	arcade  publicului	lansată
7781	acasă  Magnavox	arcade  publicului	lansată
7782	tip  care	unitar  observării	caracterizate
7783	tip  care	unitar  observării	caracterizate
7784	tip  care	unitar  observării	caracterizate
7785	de  lupa		clasifică
7786	de  lupa		clasifică
7787	de  lupa		clasifică
7788	dimensiuni  lupă	cm  puteri	are
7789	dimensiuni  lupă	cm  puteri	are
7790	dimensiuni  lupă	cm  puteri	are
7791	chiar  lentilă		are
7792	chiar  lentilă		are
7793	chiar  lentilă		are
7794	atât  imaginea		crește
7795	atât  imaginea		crește
7796	atât  imaginea		crește
7797	astronomică  obiectele	celui	provine
7798	astronomică  obiectele	celui	provine
7799	astronomică  obiectele	celui	provine
7800	optic  dispozitiv		poate
7801	optic  dispozitiv		poate
7802	optic  dispozitiv		poate
7803	cât  factor		apropiată
7804	cât  factor		apropiată
7805	cât  factor		apropiată
7806	atât  luneta		grele
7807	atât  luneta		grele
7808	stereoscopie  ceea	asemănător  ocheanului	Are
7809	stereoscopie  ceea	asemănător  ocheanului	Are
7810	stereoscopie  ceea	asemănător  ocheanului	Are
7811	mult  tip		folosit
7812	mult  tip		folosit
7813	mult  tip		folosit
7814	diverse  metode		utilizate diverse
7815	diverse  metode		utilizate diverse
7816	diverse  metode		utilizate diverse
7817	astfel  acestea		au
7818	astfel  acestea		au
7819	astfel  acestea		au
7820	care		poate
7821	care		poate
7822	care		poate
7823	ochiular  Binoclurile		pot
7824	ochiular  Binoclurile		pot
7825	ochiular  Binoclurile		pot
7826	mișcărilor  Stabilizarea		poate
7827	mișcărilor  Stabilizarea		poate
7828	mișcărilor  Stabilizarea		poate
7829	vizuală  creierul		provoca
7830	vizuală  creierul		provoca
7831	vizuală  creierul		provoca
7832	de  telescoape		există
7833	de  telescoape		există
7834	de  telescoape		există
7835	refractor  refracția		folosește
7836	refractor  refracția		folosește
7837	refractor  refracția		folosește
7838	liber  Telescoapele		împǎrțite
7839	liber  Telescoapele		împǎrțite
7840	liber  Telescoapele		împǎrțite
7841	plane  imaginea		îndreptată
7842	plane  imaginea		îndreptată
7843	plane  imaginea		îndreptată
7844	observatorului  telescop		utilizat
7845	observatorului  telescop		utilizat
7846	observatorului  telescop		utilizat
7847	filtrelor  variantă		proiectarea
7848	filtrelor  variantă		proiectarea
7849	filtrelor  variantă		proiectarea
7850	la  imaginea		formează
7851	la  imaginea		formează
7852	la  imaginea		formează
7853	obiectivului  ocular	complementar  obiectivului	lupă
7854	obiectivului  ocular	complementar  obiectivului	lupă
7855	obiectivului  ocular	complementar  obiectivului	lupă
7856	mici  Obiectivul		situat
7857	mici  Obiectivul		situat
7858	mici  Obiectivul		situat
7859	diferite  tăviță		montează
7860	diferite  tăviță		montează
7861	diferite  tăviță		montează
7862	mai  detalii		capta
7863	mai  detalii		capta
7864	mai  detalii		capta
7865	mare  antenă		deține
7866	mare  antenă		deține
7867	mare  antenă		deține
7868	ultimul  higrometre		construite
7869	ultimul  higrometre		construite
7870	ultimul  higrometre		construite
7871	târziu  formele		apar
7872	târziu  formele		apar
7873	târziu  formele		apar
7874	capsulei  ceea		poate
7875	capsulei  ceea		poate
7876	talon  labe		pot
7877	talon  labe		pot
7878	talon  labe		pot
7879	de  saliva		folosește
7880	de  saliva		folosește
7881	de  saliva		folosește
7882	motor  țină		face
7883	motor  țină		face
7884	motor  țină		face
7885	V  tensiunea		generează
7886	V  tensiunea		generează
7887	V  tensiunea		generează
7888	electric  tensiune		funcționează
7889	electric  tensiune		funcționează
7890	electric  tensiune		funcționează
7891	electrolit  una		alcătuit
7892	electrolit  una		alcătuit
7893	electrolit  una		alcătuit
7894	potențial  căldura		formă
7895	potențial  căldura		formă
7896	potențial  căldura		formă
7897	cazan  combustibil		prevăzută
7898	cazan  combustibil		prevăzută
7899	cazan  combustibil		prevăzută
7900	locuință  Temperatura		constantă
7901	locuință  Temperatura		constantă
7902	locuință  Temperatura		constantă
7903	solară  sursa		vorbește
7904	solară  sursa		vorbește
7905	superioare  Prepararea		montate
7906	superioare  Prepararea		montate
7907	superioare  Prepararea		montate
7908	condensare[10  cele	destinat  încălzirii	trebuie
7909	condensare[10  cele	destinat  încălzirii	trebuie
7910	condensare[10  cele	destinat  încălzirii	trebuie
7911	vaporizare  centrale		lucrează
7912	vaporizare  centrale		lucrează
7913	vaporizare  centrale		lucrează
7914	pardoseală  căldura		degajată
7915	pardoseală  căldura		degajată
7916	pardoseală  căldura		degajată
7917	latere  Căldură		cantitatea
7918	latere  Căldură		cantitatea
7919	latere  Căldură		cantitatea
7920	adaptabile		trebuie
7921	adaptabile		trebuie
7922	adaptabile		trebuie
7923	multifazic  solubilitatea		denumește
7924	multifazic  solubilitatea		denumește
7925	multifazic  solubilitatea		denumește
7926	solvent  Concentrația		reprezintă
7927	solvent  Concentrația		reprezintă
7928	solvent  Concentrația		reprezintă
7929	purificare  care		procedeu fizic
7930	purificare  care		procedeu fizic
7931	solidului  Procesul		solidificarea
7932	solidului  Procesul		solidificarea
7933	solidului  Procesul		solidificarea
7934	topire  substanță		topește
7935	topire  substanță		topește
7936	topire  substanță		topește
7937	solidă  Congelarea		procesul
7938	solidă  Congelarea		procesul
7939	solidă  Congelarea		procesul
7940	Condensatoarele		considerate
7941	Condensatoarele		considerate
7942	Condensatoarele		considerate
7943	purtătoare  frecvența		menținută constantă
7944	purtătoare  frecvența		menținută constantă
7945	purtătoare  frecvența		menținută constantă
7946	FM		sensibil
7947	FM		sensibil
7948	FM		sensibil
7949	care	AM  posturilor	limitată
7950	care	AM  posturilor	limitată
7951	care	AM  posturilor	limitată
7952	fidelitate  care	nu  benzile	au
7953	fidelitate  care	nu  benzile	au
7954	fidelitate  care	nu  benzile	au
7955	hardware  Porturile		folosite
7956	hardware  Porturile		folosite
7957	hardware  Porturile		folosite
7958	paralele  portul		proiectat
7959	paralele  portul		proiectat
7960	paralele  portul		proiectat
7961	date  calculator		necesită
7962	date  calculator		necesită
7963	conectori  mamă		utilizează
7964	conectori  mamă		utilizează
7965	conectori  mamă		utilizează
7966	seriale  modemuri		conține
7967	seriale  modemuri		conține
7968	seriale  modemuri		conține
7969	recepționate  Seria		UART
7970	recepționate  Seria		UART
7971	recepționate  Seria		UART
7972	precum  ce	precum  calculator	Permite
7973	precum  ce	precum  calculator	Permite
7974	precum  ce	precum  calculator	Permite
7975	Garanția	prelungită  clienților	reprezintă
7976	Garanția	prelungită  clienților	reprezintă
7977	Garanția	prelungită  clienților	reprezintă
7978	frecvent  anvelopele	nu  celor	pot
7979	frecvent  anvelopele	nu  celor	pot
7980	frecvent  anvelopele	nu  celor	pot
7981	vânzării  dealerii	auto  cumpărătorilor	pot
7982	vânzării  dealerii	auto  cumpărătorilor	pot
7983	vânzării  dealerii	auto  cumpărătorilor	pot
7984	mari  categorii		întâlnesc
7985	mari  categorii		întâlnesc
7986	Nivelul		funcții
7987	Nivelul		funcții
7988	Nivelul		funcții
7989	toxice  fier		modelează
7990	toxice  fier		modelează
7991	toxice  fier		modelează
7992	naturale  bolțile		referă
7993	naturale  bolțile		referă
7994	naturale  bolțile		referă
7995	producere  covoarele		Țesăturile groase
7996	producere  covoarele		Țesăturile groase
7997	producere  covoarele		Țesăturile groase
7998	produse	complexe  utilizatorii	card
7999	produse	complexe  utilizatorii	card
8000	produse	complexe  utilizatorii	card
8001	televiziune  care	televiziune  public	dispozitiv electronic
8002	televiziune  care	televiziune  public	dispozitiv electronic
8003	televiziune  care	televiziune  public	dispozitiv electronic
8004	modul  Transmisia	digitală  celei	spune
8005	modul  Transmisia	digitală  celei	spune
8006	modul  Transmisia	digitală  celei	spune
8007	radiație  care		reflectă
8008	radiație  care		reflectă
8009	radiație  care		reflectă
8010	strânse  unele	perii	folosesc
8011	strânse  unele	perii	folosesc
8012	strânse  unele	perii	folosesc
8013	funcționare  Carburatorul	necesare  arderi	construit
8014	funcționare  Carburatorul	necesare  arderi	construit
8015	funcționare  Carburatorul	necesare  arderi	construit
8016	web  Jocurile		cuprind
8017	web  Jocurile		cuprind
8018	web  Jocurile		cuprind
8019	mare  Samsung		fondat
8020	mare  Samsung		fondat
8021	mare  Samsung		fondat
8022	USD  Lenovo		achiziționat
8023	USD  Lenovo		achiziționat
8024	USD  Lenovo		achiziționat
8025	întreaga  Dell		dezvoltat
8026	întreaga  Dell		dezvoltat
8027	întreaga  Dell		dezvoltat
8028	HP		înregistrat
8029	HP		înregistrat
8030	HP		înregistrat
8031	Principalii  competitori		Apple
8032	Principalii  competitori		Apple
8033	Principalii  competitori		Apple
8034	Gartner  Acer		producător
8035	Gartner  Acer		producător
8036	Gartner  Acer		producător
8037	lumii  Huawei		depășit
8038	lumii  Huawei		depășit
8039	lumii  Huawei		depășit
8040	Sud  care		conglomerat
8041	Sud  care		conglomerat
8042	Sud  care		conglomerat
8043	video  care		invenții
8044	video  care		invenții
8045	video  care		invenții
8046	Sharp		pot
8047	Sharp		pot
8048	Sharp		pot
8049	exclusiv  care	general  posturilor	Există
8050	exclusiv  care	general  posturilor	Există
8051	exclusiv  care	general  posturilor	Există
8052	Broadcastul		recepționează
8053	Broadcastul		recepționează
8054	atât  Consola		puternică
8055	atât  Consola		puternică
8056	atât  Consola		puternică
8057	ilustrate  Design		poate
8058	ilustrate  Design		poate
8059	ilustrate  Design		poate
8060	raster  imaginile	vectoriale  imaginilor	complementare
8061	raster  imaginile	vectoriale  imaginilor	complementare
8062	raster  imaginile	vectoriale  imaginilor	complementare
8063	secundă  Acesta		avut
8064	secundă  Acesta		avut
8065	secundă  Acesta		avut
8066	mail		include
8067	mail		include
8068	mail		include
8069	hibride  care	bază  telefonului	produse
8070	hibride  care	bază  telefonului	produse
8071	OS  care		provenit
8072	OS  care		provenit
8073	OS  care		provenit
8074	2006  tehnologia		dezvoltată
8075	2006  tehnologia		dezvoltată
8076	2006  tehnologia		dezvoltată
8077	2012  numărul		depășit
8078	2012  numărul		depășit
8079	2012  numărul		depășit
8080	hipertext  care		totalitatea
8081	hipertext  care		totalitatea
8082	hipertext  care		totalitatea
8083	hipertextului  browserul	paginii  utilizatorului	apelează
8084	hipertextului  browserul	paginii  utilizatorului	apelează
8085	hipertextului  browserul	paginii  utilizatorului	apelează
8086	ca  fișierele		permit
8087	ca  fișierele		permit
8088	ca  fișierele		permit
8089	engleză  mail		numele
8090	engleză  mail		numele
8091	engleză  mail		numele
8092	bază  Standardul		dezvoltat
8093	bază  Standardul		dezvoltat
8094	3GPP  Release		comercializat
8095	3GPP  Release		comercializat
8096	3GPP  Release		comercializat
8097	NR  5G		poate
8098	NR  5G		poate
8099	NR  5G		poate
8100	diverse  Compania		creată
8101	diverse  Compania		creată
8102	diverse  Compania		creată
8103	Pământului  care	terestre  SpaceX	intenționează
8104	Pământului  care	terestre  SpaceX	intenționează
8105	Pământului  care	terestre  SpaceX	intenționează
8106	2020,[12  SpaceX		lansează
8107	2020,[12  SpaceX		lansează
8108	2020,[12  SpaceX		lansează
8109	digital  care		are
8110	digital  care		are
8111	Celsius  Domeniul		°
8112	Celsius  Domeniul		°
8113	Celsius  Domeniul		°
8114	punții  Măsurarea		are
8115	punții  Măsurarea		are
8116	punții  Măsurarea		are
8117	termometrului  dilatarea		amplificată
8118	termometrului  dilatarea		amplificată
8119	termometrului  dilatarea		amplificată
8120	gazul		poate
8121	gazul		poate
8122	gazul		poate
8123	unica  aparatul		pusa
8124	unica  aparatul		pusa
8125	unica  aparatul		pusa
8126	mai  mică		trebuie
8127	mai  mică		trebuie
8128	mai  mică		trebuie
8129	Omron  care		nebulizator
